Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-06-12,28.369319915771484,28.628095692036958,28.355935548716214,28.596864367588303,147544800
2015-06-15,28.313539505004883,28.384925607523847,28.043610751668208,28.130612510926355,175955600
2015-06-16,28.465238571166992,28.52100902357993,28.19084889840366,28.33808200774466,125976400
2015-06-17,28.398313522338867,28.52769967147499,28.273386558306026,28.492007468879212,131672400
2015-06-18,28.527706146240234,28.623631409082858,28.38047301140006,28.382704306437173,141628800
2015-06-19,28.242158889770508,28.514318990371574,28.197543205269692,28.489779853302345,218867600
2015-06-22,28.46747589111328,28.567862045912186,28.34924277928984,28.440705455576474,136157200
2015-06-23,28.33808135986328,28.46746921497815,28.304618748784733,28.438469193098925,121075600
2015-06-24,28.579021453857422,28.956030397733095,28.358170856299495,28.378247409723045,221123600
2015-06-25,28.442930221557617,28.822168610386743,28.442930221557617,28.74632161341256,127752400
2015-06-26,28.27561378479004,28.552234697530963,28.22207463760959,28.48084860063076,176267200
2015-06-29,27.780378341674805,28.21315761039988,27.769225272035214,27.987844499138156,196645600
2015-06-30,27.98115348815918,28.13508049264948,27.85399691548697,28.012384807623985,177482800
2015-07-01,28.242158889770508,28.318007595797013,28.106078839469976,28.309084118500998,120955200
2015-07-02,28.206470489501953,28.262240953644767,28.0570043520948,28.204239194381984,108844000
2015-07-06,28.108312606811523,28.159622180282202,27.851768143416965,27.871846394593984,112241600
2015-07-07,28.039152145385742,28.141769569729256,27.610833793456596,28.083767824846724,187787200
2015-07-08,27.3431396484375,27.804918965307255,27.336447465899855,27.769226757780043,243046400
2015-07-09,26.78543472290039,27.675530730197355,26.595815511598627,27.62868375107428,314380000
2015-07-10,27.50152015686035,27.628676696865487,27.039740964001833,27.20259140392783,245418000
2015-07-13,28.032466888427734,28.054774733668854,27.73353631586235,27.891924229647643,165762000
2015-07-14,28.021305084228516,28.190847729085604,27.894148526080468,28.117230326479085,127072400
2015-07-15,28.29123878479004,28.364856200215463,28.014617780682237,28.045849102017986,134596800
2015-07-16,28.668241500854492,28.68162926846338,28.409467492392967,28.496469260080637,144889600
2015-07-17,28.915863037109375,28.915863037109375,28.623626411510077,28.79540035780856,184658800
2015-07-20,29.462419509887695,29.663191799310432,29.156795081997483,29.217028130407765,235600800
2015-07-21,29.16794776916504,29.652034906839845,29.072024221109125,29.636420949603064,307025600
2015-07-22,27.934301376342773,27.996764003795565,27.21374646227475,27.21374646227475,461802400
2015-07-23,27.920927047729492,28.351473413392906,27.89861749963995,28.152930689648798,203998000
2015-07-24,27.77368927001953,28.050310276957866,27.63984050549965,27.95661631199189,168649200
2015-07-27,27.387752532958984,27.575142134749033,27.242750720858233,27.4591386426935,177822000
2015-07-28,27.523828506469727,27.642063275677813,27.338671928609408,27.523828506469727,134472400
2015-07-29,27.43683433532715,27.55060654742132,27.276215142248162,27.47252824577996,148046800
2015-07-30,27.29852867126465,27.343144363862624,27.151293822128096,27.287373897125367,134513200
